id,z,y,x
LUNGx-CT052,114.5,241.50943396226415,209.30817610062888,0.0
LUNGx-CT052,119.5,276.93081761006289,209.30817610062888,0.0
LUNGx-CT052,120.5,323.62264150943395,328.45283018867923,0.0
LUNGx-CT052,121.5,284.98113207547169,204.4779874213836,0.0
LUNGx-CT052,121.5,291.42138364779873,305.91194968553458,0.0
LUNGx-CT052,124.5,318.79245283018867,328.45283018867923,0.0
LUNGx-CT052,125.5,304.30188679245282,194.81761006289304,0.0
LUNGx-CT052,126.5,239.89937106918239,186.76729559748424,0.0
LUNGx-CT052,127.5,268.88050314465409,186.76729559748424,0.0
LUNGx-CT052,132.5,252.77987421383648,333.28301886792451,0.0
LUNGx-CT052,134.5,262.44025157232704,318.79245283018867,0.0
LUNGx-CT052,135.5,281.76100628930817,307.52201257861634,0.0
LUNGx-CT052,136.5,239.89937106918239,188.377358490566,0.0
LUNGx-CT052,138.5,227.01886792452825,198.03773584905656,0.0
LUNGx-CT052,141.5,256.0,185.15723270440247,0.0
LUNGx-CT052,141.5,331.67295597484275,317.1823899371069,0.0
LUNGx-CT052,146.5,254.38993710691824,344.55345911949684,0.0
LUNGx-CT052,147.5,267.27044025157232,322.01257861635219,0.0
LUNGx-CT052,147.5,275.32075471698113,244.72955974842768,0.0
LUNGx-CT052,149.5,305.91194968553458,317.1823899371069,0.0
LUNGx-CT052,153.5,289.81132075471697,183.54716981132071,0.0
LUNGx-CT052,156.5,241.50943396226415,191.59748427672952,0.0
LUNGx-CT052,157.5,267.27044025157232,246.33962264150944,0.0
LUNGx-CT052,160.5,286.59119496855345,265.66037735849056,0.0
LUNGx-CT052,162.5,273.71069182389937,317.1823899371069,0.0
LUNGx-CT052,163.5,264.0503144654088,198.03773584905656,0.0
LUNGx-CT052,163.5,294.64150943396226,238.28930817610063,0.0
LUNGx-CT052,164.5,294.64150943396226,312.35220125786162,0.0
LUNGx-CT052,165.5,152.95597484276726,264.0503144654088,0.0
LUNGx-CT052,166.5,247.9496855345912,202.86792452830184,0.0
LUNGx-CT052,166.5,272.10062893081761,220.57861635220121,0.0
LUNGx-CT052,166.5,276.93081761006289,191.59748427672952,0.0
LUNGx-CT052,169.5,262.44025157232704,330.06289308176099,0.0
LUNGx-CT052,169.5,281.76100628930817,304.30188679245282,0.0
LUNGx-CT052,170.5,249.55974842767296,202.86792452830184,0.0
LUNGx-CT052,173.5,265.66037735849056,309.1320754716981,0.0
LUNGx-CT052,175.5,254.38993710691824,225.40880503144649,0.0
LUNGx-CT052,177.5,167.44654088050311,257.61006289308176,0.0
LUNGx-CT052,181.5,260.83018867924528,310.74213836477986,0.0
LUNGx-CT052,187.5,284.98113207547169,246.33962264150944,0.0
LUNGx-CT052,204.5,241.50943396226415,231.84905660377359,0.0
LUNGx-CT052,210.5,276.93081761006289,252.77987421383648,0.0
LUNGx-CT052,214.5,338.11320754716979,342.94339622641508,0.0
LUNGx-CT052,218.5,251.16981132075472,223.79874213836473,0.0
LUNGx-CT052,219.5,264.0503144654088,264.0503144654088,0.0
LUNGx-CT052,221.5,259.22012578616352,283.37106918238993,0.0
LUNGx-CT052,232.5,262.44025157232704,299.47169811320754,0.0
LUNGx-CT043,4.5,167.97707736389683,216.38968481375355,0.0
LUNGx-CT043,8.5,166.51002865329511,216.38968481375355,0.0
LUNGx-CT043,10.5,132.76790830945558,351.35816618911173,0.0
LUNGx-CT043,11.5,166.51002865329511,233.9942693409742,0.0
LUNGx-CT043,13.5,163.57593123209168,222.25787965616041,0.0
LUNGx-CT043,56.5,257.46704871060172,87.28939828080226,0.0
LUNGx-CT043,67.5,335.22063037249279,213.45558739255011,0.0
LUNGx-CT043,72.5,137.16905444126073,135.70200573065901,0.0
LUNGx-CT043,73.5,323.48424068767906,112.22922636103149,0.0
LUNGx-CT043,84.5,172.37822349570197,395.36962750716327,0.0
LUNGx-CT043,84.5,235.46131805157592,314.68194842406876,0.0
LUNGx-CT043,87.5,251.59885386819479,112.22922636103149,0.0
LUNGx-CT043,95.5,189.98280802292263,386.56733524355298,0.0
LUNGx-CT043,97.5,200.25214899713464,380.69914040114611,0.0
LUNGx-CT043,97.5,217.85673352435526,349.89111747851001,0.0
LUNGx-CT043,104.5,182.64756446991402,222.25787965616041,0.0
LUNGx-CT043,110.5,219.32378223495698,371.89684813753581,0.0
LUNGx-CT043,110.5,244.26361031518621,167.97707736389683,0.0
LUNGx-CT043,112.5,128.3667621776504,233.9942693409742,0.0
LUNGx-CT043,113.5,288.27507163323781,440.84813753581659,0.0
LUNGx-CT043,115.5,242.7965616045845,178.24641833810887,0.0
LUNGx-CT043,117.5,242.7965616045845,182.64756446991402,0.0
LUNGx-CT043,117.5,244.26361031518621,313.21489971346705,0.0
LUNGx-CT043,119.5,357.22636103151859,144.50429799426931,0.0
LUNGx-CT043,123.5,113.69627507163321,242.7965616045845,0.0
LUNGx-CT043,124.5,251.59885386819479,226.65902578796562,0.0
LUNGx-CT043,125.5,295.6103151862464,342.55587392550143,0.0
LUNGx-CT043,126.5,236.92836676217763,170.91117478510026,0.0
LUNGx-CT043,126.5,275.07163323782231,335.22063037249279,0.0
LUNGx-CT043,128.5,248.66475644699136,316.14899713467048,0.0
LUNGx-CT043,128.5,263.33524355300858,184.11461318051573,0.0
LUNGx-CT043,129.5,239.86246418338106,345.48997134670486,0.0
LUNGx-CT043,129.5,266.26934097421201,200.25214899713464,0.0
LUNGx-CT043,130.5,261.86819484240687,185.58166189111745,0.0
LUNGx-CT043,131.5,103.4269340974212,242.7965616045845,0.0
LUNGx-CT043,131.5,245.73065902578793,210.52148997134668,0.0
LUNGx-CT043,134.5,113.69627507163321,366.02865329512889,0.0
LUNGx-CT043,134.5,236.92836676217763,179.71346704871058,0.0
LUNGx-CT043,134.5,238.39541547277935,253.06590257879651,0.0
LUNGx-CT043,139.5,122.49856733524354,258.93409742120343,0.0
LUNGx-CT043,139.5,288.27507163323781,341.08882521489971,0.0
LUNGx-CT043,140.5,236.92836676217763,238.39541547277935,0.0
LUNGx-CT043,141.5,254.53295128939828,197.31805157593121,0.0
LUNGx-CT043,141.5,261.86819484240687,346.95702005730658,0.0
LUNGx-CT043,145.5,194.38395415472777,233.9942693409742,0.0
LUNGx-CT043,146.5,263.33524355300858,332.28653295128936,0.0
LUNGx-CT043,149.5,280.93982808022918,344.02292263610315,0.0
LUNGx-CT043,150.5,116.63037249283664,324.95128939828078,0.0
LUNGx-CT043,150.5,242.7965616045845,231.06017191977077,0.0
LUNGx-CT043,154.5,118.09742120343839,267.73638968481373,0.0
LUNGx-CT043,154.5,236.92836676217763,200.25214899713464,0.0
LUNGx-CT043,157.5,214.92263610315183,203.18624641833807,0.0
LUNGx-CT043,158.5,257.46704871060172,308.81375358166184,0.0
LUNGx-CT043,160.5,119.5644699140401,282.40687679083089,0.0
LUNGx-CT043,161.5,204.65329512893982,225.19197707736384,0.0
LUNGx-CT043,164.5,269.20343839541545,336.68767908309451,0.0
LUNGx-CT043,168.5,236.92836676217763,247.19770773638965,0.0
LUNGx-CT043,169.5,203.18624641833807,213.45558739255011,0.0
LUNGx-CT043,173.5,207.58739255014325,203.18624641833807,0.0
LUNGx-CT043,174.5,263.33524355300858,329.35243553008593,0.0
LUNGx-CT043,175.5,219.32378223495698,198.78510028653292,0.0
LUNGx-CT043,175.5,245.73065902578793,324.95128939828078,0.0
LUNGx-CT043,177.5,233.9942693409742,187.04871060171916,0.0
LUNGx-CT043,178.5,285.34097421203438,316.14899713467048,0.0
LUNGx-CT043,180.5,236.92836676217763,307.34670487106013,0.0
LUNGx-CT043,181.5,137.16905444126073,275.07163323782231,0.0
LUNGx-CT043,182.5,231.06017191977077,213.45558739255011,0.0
LUNGx-CT043,186.5,253.06590257879651,332.28653295128936,0.0
LUNGx-CT043,188.5,226.65902578796562,192.91690544412606,0.0
LUNGx-CT043,191.5,216.38968481375355,206.12034383954153,0.0
LUNGx-CT043,192.5,140.10315186246416,270.67048710601716,0.0
LUNGx-CT043,192.5,273.6045845272206,317.6160458452722,0.0
LUNGx-CT043,193.5,291.20916905444125,322.01719197707735,0.0
LUNGx-CT043,197.5,200.25214899713464,222.25787965616041,0.0
LUNGx-CT043,199.5,248.66475644699136,241.32951289398278,0.0
LUNGx-CT043,200.5,256.0,292.67621776504296,0.0
LUNGx-CT043,200.5,257.46704871060172,264.8022922636103,0.0
LUNGx-CT043,202.5,241.32951289398278,254.53295128939828,0.0
LUNGx-CT043,203.5,167.97707736389683,298.54441260744983,0.0
LUNGx-CT043,203.5,220.7908309455587,327.88538681948421,0.0
LUNGx-CT043,204.5,144.50429799426931,266.26934097421201,0.0
LUNGx-CT043,208.5,247.19770773638965,392.43553008595984,0.0
LUNGx-CT043,210.5,220.7908309455587,233.9942693409742,0.0
LUNGx-CT043,210.5,257.46704871060172,276.53868194842403,0.0
LUNGx-CT043,211.5,250.13180515759308,317.6160458452722,0.0
LUNGx-CT043,213.5,247.19770773638965,282.40687679083089,0.0
LUNGx-CT043,213.5,263.33524355300858,260.40114613180515,0.0
LUNGx-CT043,214.5,225.19197707736384,317.6160458452722,0.0
LUNGx-CT043,218.5,153.30659025787963,261.86819484240687,0.0
LUNGx-CT043,218.5,231.06017191977077,254.53295128939828,0.0
LUNGx-CT043,220.5,257.46704871060172,278.00573065902574,0.0
LUNGx-CT043,222.5,223.72492836676213,236.92836676217763,0.0
LUNGx-CT043,222.5,260.40114613180515,320.55014326647563,0.0
LUNGx-CT043,224.5,250.13180515759308,267.73638968481373,0.0
LUNGx-CT043,225.5,135.70200573065901,261.86819484240687,0.0
LUNGx-CT043,229.5,233.9942693409742,311.74785100286527,0.0
LUNGx-CT043,230.5,159.1747851002865,258.93409742120343,0.0
LUNGx-CT043,232.5,254.53295128939828,254.53295128939828,0.0
LUNGx-CT043,234.5,141.57020057306588,261.86819484240687,0.0
LUNGx-CT043,240.5,157.70773638968478,257.46704871060172,0.0
LUNGx-CT043,240.5,251.59885386819479,244.26361031518621,0.0
LUNGx-CT043,247.5,219.32378223495698,236.92836676217763,0.0
LUNGx-CT043,248.5,267.73638968481373,305.87965616045841,0.0
LUNGx-CT043,257.5,279.47277936962746,236.92836676217763,0.0
LUNGx-CT043,260.5,172.37822349570197,188.51575931232088,0.0
LUNGx-CT043,267.5,222.25787965616041,239.86246418338106,0.0
LUNGx-CT043,280.5,244.26361031518621,264.8022922636103,0.0
LUNGx-CT043,282.5,310.28080229226356,169.44412607449854,0.0
LUNGx-CT043,287.5,231.06017191977077,235.46131805157592,0.0
LUNGx-CT043,288.5,319.08309455587391,320.55014326647563,0.0
LUNGx-CT043,293.5,244.26361031518621,228.12607449856733,0.0
LUNGx-CT043,299.5,242.7965616045845,185.58166189111745,0.0
LUNGx-CT043,304.5,245.73065902578793,288.27507163323781,0.0
LUNGx-CT043,309.5,267.73638968481373,207.58739255014325,0.0
LUNGx-CT043,310.5,285.34097421203438,308.81375358166184,0.0
LUNGx-CT053,18.0,167.18367346938771,374.42176870748295,0.0
LUNGx-CT053,18.0,207.23809523809524,407.51020408163259,0.0
LUNGx-CT053,18.0,222.9115646258503,428.40816326530609,0.0
LUNGx-CT053,28.0,160.21768707482994,384.8707482993197,0.0
LUNGx-CT053,32.0,167.18367346938771,374.42176870748295,0.0
LUNGx-CT053,59.0,151.51020408163265,404.02721088435374,0.0
LUNGx-CT053,59.0,165.44217687074831,421.44217687074826,0.0
LUNGx-CT053,63.0,153.25170068027211,430.1496598639456,0.0
LUNGx-CT053,68.0,167.18367346938771,407.51020408163259,0.0
LUNGx-CT053,69.0,217.68707482993193,442.34013605442175,0.0
LUNGx-CT053,76.0,207.23809523809524,440.59863945578223,0.0
LUNGx-CT053,78.0,264.70748299319729,57.469387755102019,0.0
LUNGx-CT053,80.0,195.04761904761904,71.401360544217681,0.0
LUNGx-CT053,85.0,177.63265306122446,419.70068027210885,0.0
LUNGx-CT053,87.0,208.9795918367347,447.56462585034006,0.0
LUNGx-CT053,92.0,202.01360544217687,438.85714285714283,0.0
LUNGx-CT053,96.0,357.00680272108843,424.92517006802717,0.0
LUNGx-CT053,106.0,181.11564625850338,74.884353741496597,0.0
LUNGx-CT053,110.0,360.48979591836735,426.66666666666669,0.0
LUNGx-CT053,115.0,193.30612244897958,374.42176870748295,0.0
LUNGx-CT053,115.0,242.06802721088434,273.41496598639452,0.0
LUNGx-CT053,118.0,195.04761904761904,179.37414965986392,0.0
LUNGx-CT053,118.0,196.78911564625849,189.82312925170066,0.0
LUNGx-CT053,119.0,148.02721088435374,390.09523809523807,0.0
LUNGx-CT053,121.0,301.27891156462584,447.56462585034006,0.0
LUNGx-CT053,122.0,303.0204081632653,195.04761904761904,0.0
LUNGx-CT053,127.0,170.66666666666663,384.8707482993197,0.0
LUNGx-CT053,127.0,184.59863945578229,383.12925170068024,0.0
LUNGx-CT053,128.0,214.20408163265307,370.93877551020404,0.0
LUNGx-CT053,128.0,233.36054421768705,351.78231292517006,0.0
LUNGx-CT053,129.0,242.06802721088434,336.10884353741494,0.0
LUNGx-CT053,129.0,243.8095238095238,330.88435374149657,0.0
LUNGx-CT053,129.0,245.55102040816325,325.65986394557819,0.0
LUNGx-CT053,138.0,315.21088435374145,445.82312925170066,0.0
LUNGx-CT053,139.0,257.74149659863946,320.43537414965982,0.0
LUNGx-CT053,140.0,114.93877551020407,172.40816326530609,0.0
LUNGx-CT053,141.0,365.71428571428567,414.47619047619042,0.0
LUNGx-CT053,142.0,259.48299319727892,308.24489795918367,0.0
LUNGx-CT053,142.0,297.79591836734693,184.59863945578229,0.0
LUNGx-CT053,144.0,296.05442176870747,186.34013605442175,0.0
LUNGx-CT053,146.0,233.36054421768705,357.00680272108843,0.0
LUNGx-CT053,148.0,161.9591836734694,191.56462585034012,0.0
LUNGx-CT053,149.0,273.41496598639452,149.76870748299319,0.0
LUNGx-CT053,154.0,174.14965986394554,186.34013605442175,0.0
LUNGx-CT053,154.0,182.85714285714283,74.884353741496597,0.0
LUNGx-CT053,158.0,188.08163265306121,181.11564625850338,0.0
LUNGx-CT053,158.0,289.08843537414964,370.93877551020404,0.0
LUNGx-CT053,160.0,235.10204081632651,350.0408163265306,0.0
LUNGx-CT053,161.0,294.31292517006801,320.43537414965982,0.0
LUNGx-CT053,164.0,196.78911564625849,181.11564625850338,0.0
LUNGx-CT053,166.0,160.21768707482994,360.48979591836735,0.0
LUNGx-CT053,166.0,294.31292517006801,339.59183673469386,0.0
LUNGx-CT053,168.0,202.01360544217687,182.85714285714283,0.0
LUNGx-CT053,170.0,205.49659863945578,184.59863945578229,0.0
LUNGx-CT053,170.0,276.89795918367344,297.79591836734693,0.0
LUNGx-CT053,172.0,257.74149659863946,454.5306122448979,0.0
LUNGx-CT053,173.0,315.21088435374145,325.65986394557819,0.0
LUNGx-CT053,176.0,280.38095238095235,346.55782312925169,0.0
LUNGx-CT053,177.0,222.9115646258503,336.10884353741494,0.0
LUNGx-CT053,182.0,228.13605442176868,188.08163265306121,0.0
LUNGx-CT053,183.0,367.45578231292512,409.25170068027211,0.0
LUNGx-CT053,185.0,242.06802721088434,189.82312925170066,0.0
LUNGx-CT053,186.0,290.8299319727891,320.43537414965982,0.0
LUNGx-CT053,193.0,243.8095238095238,165.44217687074831,0.0
LUNGx-CT053,194.0,224.65306122448976,339.59183673469386,0.0
LUNGx-CT053,196.0,177.63265306122446,203.75510204081633,0.0
LUNGx-CT053,200.0,231.61904761904759,186.34013605442175,0.0
LUNGx-CT053,206.0,290.8299319727891,318.69387755102036,0.0
LUNGx-CT053,209.0,235.10204081632651,182.85714285714283,0.0
LUNGx-CT053,211.0,261.22448979591837,299.53741496598639,0.0
LUNGx-CT053,214.0,221.17006802721085,172.40816326530609,0.0
LUNGx-CT053,219.0,168.92517006802717,242.06802721088434,0.0
LUNGx-CT053,220.0,292.57142857142856,308.24489795918367,0.0
LUNGx-CT053,229.0,242.06802721088434,290.8299319727891,0.0
LUNGx-CT053,231.0,261.22448979591837,308.24489795918367,0.0
LUNGx-CT053,232.0,240.32653061224488,175.891156462585,0.0
LUNGx-CT053,233.0,179.37414965986392,236.84353741496597,0.0
LUNGx-CT053,238.0,282.12244897959181,296.05442176870747,0.0
LUNGx-CT053,239.0,257.74149659863946,290.8299319727891,0.0
LUNGx-CT053,239.0,268.19047619047615,311.72789115646259,0.0
LUNGx-CT053,242.0,256.0,289.08843537414964,0.0
LUNGx-CT053,243.0,266.44897959183669,294.31292517006801,0.0
LUNGx-CT053,245.0,256.0,287.34693877551018,0.0
LUNGx-CT053,247.0,282.12244897959181,311.72789115646259,0.0
LUNGx-CT053,247.0,334.36734693877548,60.952380952380935,0.0
LUNGx-CT053,251.0,195.04761904761904,224.65306122448976,0.0
LUNGx-CT053,254.0,259.48299319727892,296.05442176870747,0.0
LUNGx-CT053,260.0,346.55782312925169,78.367346938775512,0.0
LUNGx-CT053,261.0,196.78911564625849,236.84353741496597,0.0
LUNGx-CT053,263.0,365.71428571428567,101.00680272108843,0.0
LUNGx-CT053,265.0,212.46258503401361,240.32653061224488,0.0
LUNGx-CT053,267.0,320.43537414965982,264.70748299319729,0.0
LUNGx-CT053,268.0,231.61904761904759,191.56462585034012,0.0
LUNGx-CT053,271.0,344.81632653061223,92.299319727891145,0.0
LUNGx-CT053,272.0,355.26530612244898,102.74829931972789,0.0
LUNGx-CT053,273.0,290.8299319727891,236.84353741496597,0.0
LUNGx-CT053,273.0,348.29931972789115,99.265306122448976,0.0
LUNGx-CT053,275.0,336.10884353741494,87.074829931972772,0.0
LUNGx-CT053,276.0,262.96598639455783,249.03401360544217,0.0
LUNGx-CT053,278.0,372.6802721088435,351.78231292517006,0.0
LUNGx-CT053,279.0,316.95238095238091,90.557823129251688,0.0
LUNGx-CT053,281.0,360.48979591836735,125.38775510204081,0.0
LUNGx-CT053,283.0,363.97278911564626,282.12244897959181,0.0
LUNGx-CT053,284.0,337.8503401360544,109.71428571428569,0.0
LUNGx-CT053,291.0,304.76190476190476,196.78911564625849,0.0
LUNGx-CT053,291.0,362.23129251700681,348.29931972789115,0.0
LUNGx-CT053,294.0,330.88435374149657,174.14965986394554,0.0
LUNGx-CT053,296.0,287.34693877551018,214.20408163265307,0.0
LUNGx-CT053,296.0,299.53741496598639,252.51700680272108,0.0
LUNGx-CT053,296.0,318.69387755102036,372.6802721088435,0.0
LUNGx-CT053,296.0,339.59183673469386,132.35374149659862,0.0
LUNGx-CT053,297.0,332.62585034013603,367.45578231292512,0.0
LUNGx-CT053,297.0,341.33333333333331,151.51020408163265,0.0
LUNGx-CT053,301.0,322.17687074829928,168.92517006802717,0.0
LUNGx-CT053,301.0,355.26530612244898,329.14285714285711,0.0
LUNGx-CT053,303.0,278.63945578231289,208.9795918367347,0.0
LUNGx-CT053,303.0,303.0204081632653,139.31972789115645,0.0
LUNGx-CT053,304.0,271.67346938775506,273.41496598639452,0.0
LUNGx-CT053,304.0,320.43537414965982,154.99319727891157,0.0
LUNGx-CT053,304.0,348.29931972789115,282.12244897959181,0.0
LUNGx-CT053,306.0,351.78231292517006,297.79591836734693,0.0
LUNGx-CT053,307.0,273.41496598639452,283.86394557823127,0.0
LUNGx-CT053,307.0,275.15646258503398,193.30612244897958,0.0
LUNGx-CT053,307.0,292.57142857142856,330.88435374149657,0.0
LUNGx-CT053,307.0,337.8503401360544,280.38095238095235,0.0
LUNGx-CT053,307.0,343.07482993197277,332.62585034013603,0.0
LUNGx-CT053,308.0,275.15646258503398,294.31292517006801,0.0
LUNGx-CT053,308.0,296.05442176870747,177.63265306122446,0.0
LUNGx-CT053,308.0,297.79591836734693,163.70068027210885,0.0
LUNGx-CT053,309.0,330.88435374149657,336.10884353741494,0.0
LUNGx-CT053,312.0,323.91836734693874,273.41496598639452,0.0
LUNGx-CT053,313.0,334.36734693877548,292.57142857142856,0.0
LUNGx-CT053,315.0,301.27891156462584,294.31292517006801,0.0
LUNGx-CT053,316.0,306.50340136054422,271.67346938775506,0.0
LUNGx-CT053,316.0,318.69387755102036,292.57142857142856,0.0
LUNGx-CT054,41.5,382.95367847411444,155.5531335149864,0.0
LUNGx-CT054,41.5,384.34877384196187,144.39237057220711,0.0
LUNGx-CT054,43.5,170.89918256130792,142.99727520435971,0.0
LUNGx-CT054,46.5,194.61580381471393,378.7683923705722,0.0
LUNGx-CT054,48.5,360.63215258855587,98.354223433242538,0.0
LUNGx-CT054,48.5,389.92915531335154,162.52861035422347,0.0
LUNGx-CT054,50.5,306.22343324250681,233.67847411444143,0.0
LUNGx-CT054,51.5,283.90190735694824,422.01634877384197,0.0
LUNGx-CT054,53.5,313.19891008174392,77.42779291553137,0.0
LUNGx-CT054,53.5,342.49591280653954,403.88010899182564,0.0
LUNGx-CT054,53.5,367.60762942779292,378.7683923705722,0.0
LUNGx-CT054,54.5,296.45776566757496,76.032697547683952,0.0
LUNGx-CT054,54.5,332.73024523160763,84.403269754768417,0.0
LUNGx-CT054,54.5,355.05177111716625,285.29700272479568,0.0
LUNGx-CT054,55.5,191.82561307901909,117.8855585831063,0.0
LUNGx-CT054,55.5,268.55585831062672,81.613079019073595,0.0
LUNGx-CT054,55.5,362.0272479564033,110.91008174386923,0.0
LUNGx-CT054,57.5,254.60490463215262,395.50953678474116,0.0
LUNGx-CT054,57.5,276.9264305177112,83.008174386921013,0.0
LUNGx-CT054,57.5,303.43324250681201,219.72752043596734,0.0
LUNGx-CT054,57.5,329.94005449591282,408.06539509536788,0.0
LUNGx-CT054,58.5,250.41961852861039,87.193460490463252,0.0
LUNGx-CT054,58.5,267.16076294277934,420.62125340599459,0.0
LUNGx-CT054,59.5,300.6430517711172,242.04904632152591,0.0
LUNGx-CT054,59.5,352.26158038147139,378.7683923705722,0.0
LUNGx-CT054,62.5,237.86376021798367,391.32425068119892,0.0
LUNGx-CT054,63.5,197.40599455040874,381.55858310626706,0.0
LUNGx-CT054,63.5,327.14986376021801,296.45776566757496,0.0
LUNGx-CT054,64.5,314.59400544959129,230.88828337874662,0.0
LUNGx-CT054,70.5,265.76566757493191,413.64577656675749,0.0
LUNGx-CT054,72.5,374.58310626703002,103.93460490463218,0.0
LUNGx-CT054,76.5,247.62942779291558,389.92915531335154,0.0
LUNGx-CT054,82.5,302.03814713896458,237.86376021798367,0.0
LUNGx-CT054,82.5,338.3106267029973,136.02179836512263,0.0
LUNGx-CT054,83.5,343.89100817438697,214.14713896457769,0.0
LUNGx-CT054,83.5,387.13896457765668,116.4904632152589,0.0
LUNGx-CT054,83.5,394.11444141689373,183.45504087193464,0.0
LUNGx-CT054,85.5,196.01089918256133,218.3324250681199,0.0
LUNGx-CT054,85.5,283.90190735694824,374.58310626703002,0.0
LUNGx-CT054,85.5,349.47138964577658,183.45504087193464,0.0
LUNGx-CT054,88.5,268.55585831062672,211.35694822888286,0.0
LUNGx-CT054,89.5,194.61580381471393,380.16348773841963,0.0
LUNGx-CT054,89.5,322.96457765667577,207.17166212534062,0.0
LUNGx-CT054,89.5,334.12534059945506,142.99727520435971,0.0
LUNGx-CT054,89.5,401.08991825613083,173.68937329700276,0.0
LUNGx-CT054,90.5,367.60762942779292,318.77929155313353,0.0
LUNGx-CT054,91.5,311.80381471389649,233.67847411444143,0.0
LUNGx-CT054,92.5,257.39509536784743,384.34877384196187,0.0
LUNGx-CT054,93.5,363.42234332425068,306.22343324250681,0.0
LUNGx-CT054,93.5,381.55858310626706,307.61852861035425,0.0
LUNGx-CT054,94.5,332.73024523160763,151.36784741144416,0.0
LUNGx-CT054,94.5,356.44686648501363,209.96185286103545,0.0
LUNGx-CT054,97.5,198.80108991825617,218.3324250681199,0.0
LUNGx-CT054,97.5,244.83923705722071,387.13896457765668,0.0
LUNGx-CT054,99.5,331.33514986376025,183.45504087193464,0.0
LUNGx-CT054,99.5,356.44686648501363,322.96457765667577,0.0
LUNGx-CT054,101.5,251.81471389645782,198.80108991825617,0.0
LUNGx-CT054,101.5,265.76566757493191,377.37329700272483,0.0
LUNGx-CT054,102.5,359.23705722070849,339.70572207084473,0.0
LUNGx-CT054,104.5,307.61852861035425,161.13351498637604,0.0
LUNGx-CT054,106.5,258.79019073569486,201.59128065395097,0.0
LUNGx-CT054,106.5,335.52043596730249,315.98910081743873,0.0
LUNGx-CT054,106.5,364.81743869209811,310.40871934604905,0.0
LUNGx-CT054,108.5,262.9754768392371,202.98637602179838,0.0
LUNGx-CT054,108.5,307.61852861035425,183.45504087193464,0.0
LUNGx-CT054,110.5,276.9264305177112,369.00272479564035,0.0
LUNGx-CT054,111.5,359.23705722070849,334.12534059945506,0.0
LUNGx-CT054,112.5,374.58310626703002,286.69209809264305,0.0
LUNGx-CT054,114.5,274.13623978201639,205.77656675749321,0.0
LUNGx-CT054,114.5,290.87738419618529,194.61580381471393,0.0
LUNGx-CT054,114.5,408.06539509536788,137.41689373297007,0.0
LUNGx-CT054,115.5,282.50681198910087,363.42234332425068,0.0
LUNGx-CT054,115.5,325.75476839237058,204.38147138964581,0.0
